Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day_of_Week,Quarter,Holiday_Type,Season,Sales_Lag_1,Sales_Lag_2,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Base_Price,Season_Price_Factor,Price
11,2010-12-24,2306265.36,0,59.33,2.886,214.7017828,7.564,2010,12,51,4,4,Non-Holiday,Winter,1843971.15,1564516.43,1773818.895,402868.8963855277,93.77777777777777,1.05,97.87
11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564,2010,12,52,4,4,Holiday,Winter,2306265.36,1843971.15,1721689.0099999998,477332.955178627,93.77777777777777,1.05,100.53
11,2011-01-07,1178905.44,0,54.43,2.976,214.6955104,7.551,2011,1,1,4,1,Non-Holiday,Winter,1172003.1,2306265.36,1625286.2625,552653.3197085304,93.77777777777777,1.05,94.1
11,2011-01-14,1194449.78,0,45.34,2.983,214.7470729,7.551,2011,1,2,4,1,Non-Holiday,Winter,1178905.44,1172003.1,1462905.9200000002,562317.9905430124,93.77777777777777,1.05,96.31
11,2011-01-21,1187776.19,0,51.51,3.016,215.1268275,7.551,2011,1,3,4,1,Non-Holiday,Winter,1194449.78,1178905.44,1183283.6275,9853.677924740283,93.77777777777777,1.05,102.02
11,2011-01-28,1100418.69,0,51.04,3.01,215.5065821,7.551,2011,1,4,4,1,Non-Holiday,Winter,1187776.19,1194449.78,1165387.525,43778.040664897635,93.77777777777777,1.05,96.63
11,2011-02-04,1422546.05,0,47.17,2.989,215.8863367,7.551,2011,2,5,4,1,Non-Holiday,Winter,1100418.69,1187776.19,1226297.6775,137667.63935569284,93.77777777777777,1.05,106.97
11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551,2011,2,6,4,1,Holiday,Winter,1422546.05,1100418.69,1282494.4575,163743.78303879447,93.77777777777777,1.05,96.5
11,2011-02-18,1554747.15,0,61.5,3.045,216.5843571,7.551,2011,2,7,4,1,Non-Holiday,Winter,1419236.9,1422546.05,1374237.1975,193148.59258787814,93.77777777777777,1.05,99.57
11,2011-02-25,1323999.36,0,68.74,3.065,216.8780275,7.551,2011,2,8,4,1,Non-Holiday,Winter,1554747.15,1419236.9,1430132.365,94814.42000696345,93.77777777777777,1.05,103.06
11,2011-03-04,1399456.99,0,66.5,3.288,217.1716979,7.551,2011,3,9,4,1,Non-Holiday,Spring,1323999.36,1554747.15,1424360.1,96124.00499174863,93.77777777777777,1.0,87.13
11,2011-03-11,1314557.31,0,63.29,3.459,217.4653683,7.551,2011,3,10,4,1,Non-Holiday,Spring,1399456.99,1323999.36,1398190.2025,111071.18495190878,93.77777777777777,1.0,85.52
11,2011-03-18,1391813.69,0,70.17,3.488,217.7235226,7.551,2011,3,11,4,1,Non-Holiday,Spring,1314557.31,1399456.99,1357456.8375,44362.81620199391,93.77777777777777,1.0,86.62
11,2011-03-25,1229777.24,0,73.74,3.473,217.9674705,7.551,2011,3,12,4,1,Non-Holiday,Spring,1391813.69,1314557.31,1333901.3074999999,79304.06300413457,93.77777777777777,1.0,99.7
11,2011-04-01,1258674.12,0,69.1,3.524,218.2114184,7.574,2011,4,13,4,2,Non-Holiday,Spring,1229777.24,1391813.69,1298705.59,71353.6528769471,93.77777777777777,1.0,91.19
11,2011-04-08,1327401.06,0,73.57,3.622,218.4553663,7.574,2011,4,14,4,2,Non-Holiday,Spring,1258674.12,1229777.24,1301916.5275,72583.15651650513,93.77777777777777,1.0,105.77
11,2011-04-15,1312905.8,0,76.64,3.743,218.6788642,7.574,2011,4,15,4,2,Non-Holiday,Spring,1327401.06,1258674.12,1282189.5550000002,45780.61576025167,93.77777777777777,1.0,91.13
11,2011-04-22,1388118.53,0,78.31,3.807,218.851237,7.574,2011,4,16,4,2,Non-Holiday,Spring,1312905.8,1327401.06,1321774.8775,53208.70946671078,93.77777777777777,1.0,94.64
11,2011-04-29,1357589.89,0,79.97,3.81,219.0236099,7.574,2011,4,17,4,2,Non-Holiday,Spring,1388118.53,1312905.8,1346503.8199999998,33408.71854255252,93.77777777777777,1.0,101.01
11,2011-05-06,1331453.41,0,71.39,3.906,219.1959827,7.574,2011,5,18,4,2,Non-Holiday,Spring,1357589.89,1388118.53,1347516.9075,32690.066994865323,93.77777777777777,1.0,103.18
11,2011-05-13,1277959.42,0,80.93,3.899,219.3683556,7.574,2011,5,19,4,2,Non-Holiday,Spring,1331453.41,1357589.89,1338780.3125,46693.76966486505,93.77777777777777,1.0,103.44
11,2011-05-20,1239466.97,0,76.97,3.907,219.127216,7.574,2011,5,20,4,2,Non-Holiday,Spring,1277959.42,1331453.41,1301617.4224999999,53058.091108969835,93.77777777777777,1.0,99.44
11,2011-05-27,1216876.52,0,85.61,3.786,218.8860765,7.574,2011,5,21,4,2,Non-Holiday,Spring,1239466.97,1277959.42,1266439.08,50144.86816770725,93.77777777777777,1.0,98.58
11,2011-06-03,1343637.0,0,86.14,3.699,218.6449369,7.574,2011,6,22,4,2,Non-Holiday,Summer,1216876.52,1239466.97,1269484.9775,55494.952296960255,93.77777777777777,0.95,91.73
11,2011-06-10,1314626.75,0,85.79,3.648,218.4037974,7.574,2011,6,23,4,2,Non-Holiday,Summer,1343637.0,1216876.52,1278651.81,60191.110550061945,93.77777777777777,0.95,92.56
11,2011-06-17,1337506.74,0,87.9,3.637,218.3551748,7.574,2011,6,24,4,2,Non-Holiday,Summer,1314626.75,1343637.0,1303161.7525,58862.58387639016,93.77777777777777,0.95,86.63
11,2011-06-24,1254587.84,0,86.13,3.594,218.45094,7.574,2011,6,25,4,2,Non-Holiday,Summer,1337506.74,1314626.75,1312589.5825,40633.15171859104,93.77777777777777,0.95,85.44
11,2011-07-01,1297472.06,0,86.43,3.524,218.5467052,7.567,2011,7,26,4,3,Non-Holiday,Summer,1254587.84,1337506.74,1301048.3475000001,35047.37739867766,93.77777777777777,0.95,89.07
11,2011-07-08,1334627.96,0,87.17,3.48,218.6424704,7.567,2011,7,27,4,3,Non-Holiday,Summer,1297472.06,1254587.84,1306048.65,38850.8311726107,93.77777777777777,0.95,88.33
11,2011-07-15,1266546.73,0,88.3,3.575,218.7275216,7.567,2011,7,28,4,3,Non-Holiday,Summer,1334627.96,1297472.06,1288308.6475,35777.65015036883,93.77777777777777,0.95,87.07
11,2011-07-22,1290576.44,0,87.8,3.651,218.7857881,7.567,2011,7,29,4,3,Non-Holiday,Summer,1266546.73,1334627.96,1297305.7974999999,28192.05527997484,93.77777777777777,0.95,92.19
11,2011-07-29,1212938.67,0,89.46,3.682,218.8440545,7.567,2011,7,30,4,3,Non-Holiday,Summer,1290576.44,1266546.73,1276172.45,50713.86068222049,93.77777777777777,0.95,93.34
11,2011-08-05,1403198.94,0,90.04,3.684,218.9023209,7.567,2011,8,31,4,3,Non-Holiday,Summer,1212938.67,1290576.44,1293315.1949999998,80122.5617074799,93.77777777777777,0.95,89.48
11,2011-08-12,1354188.43,0,90.3,3.638,218.9605873,7.567,2011,8,32,4,3,Non-Holiday,Summer,1403198.94,1212938.67,1315225.6199999999,82315.66843538574,93.77777777777777,0.95,95.67
11,2011-08-19,1484169.74,0,89.51,3.554,219.023271,7.567,2011,8,33,4,3,Non-Holiday,Summer,1354188.43,1403198.94,1363623.9449999998,113860.36765350228,93.77777777777777,0.95,84.0
11,2011-08-26,1304706.75,0,89.09,3.523,219.0866908,7.567,2011,8,34,4,3,Non-Holiday,Summer,1484169.74,1354188.43,1386565.9649999999,76490.49745925453,93.77777777777777,0.95,88.23
11,2011-09-02,1297792.41,0,91.44,3.533,219.1501106,7.567,2011,9,35,4,3,Non-Holiday,Fall,1304706.75,1484169.74,1360214.3325,86369.05825780462,93.77777777777777,1.02,92.23
11,2011-09-09,1249439.95,1,84.91,3.546,219.2135305,7.567,2011,9,36,4,3,Holiday,Fall,1297792.41,1304706.75,1334027.2125,103070.25755079182,93.77777777777777,1.02,86.73
11,2011-09-16,1270816.01,0,85.11,3.526,219.3972867,7.567,2011,9,37,4,3,Non-Holiday,Fall,1249439.95,1297792.41,1280688.78,25451.64045754138,93.77777777777777,1.02,95.26
11,2011-09-23,1235775.15,0,82.14,3.467,219.7414914,7.567,2011,9,38,4,3,Non-Holiday,Fall,1270816.01,1249439.95,1263455.88,27054.50001482253,93.77777777777777,1.02,95.07
11,2011-09-30,1190515.83,0,84.4,3.355,220.085696,7.567,2011,9,39,4,3,Non-Holiday,Fall,1235775.15,1270816.01,1236636.7349999999,33960.886131911204,93.77777777777777,1.02,102.89
11,2011-10-07,1346271.06,0,76.97,3.285,220.4299007,7.197,2011,10,40,4,4,Non-Holiday,Fall,1190515.83,1235775.15,1260844.5125,65756.42503082874,93.77777777777777,1.02,98.67
11,2011-10-14,1286388.96,0,75.56,3.274,220.7486167,7.197,2011,10,41,4,4,Non-Holiday,Fall,1346271.06,1190515.83,1264737.75,66992.98754662581,93.77777777777777,1.02,90.75
11,2011-10-21,1325107.53,0,70.91,3.353,220.9144005,7.197,2011,10,42,4,4,Non-Holiday,Fall,1286388.96,1346271.06,1287070.845,68980.16804521701,93.77777777777777,1.02,104.52
11,2011-10-28,1310684.1,0,72.66,3.372,221.0801842,7.197,2011,10,43,4,4,Non-Holiday,Fall,1325107.53,1286388.96,1317112.9125,25162.156518506137,93.77777777777777,1.02,101.49
11,2011-11-04,1458287.38,0,61.13,3.332,221.245968,7.197,2011,11,44,4,4,Non-Holiday,Fall,1310684.1,1325107.53,1345116.9925000002,77120.08187166364,93.77777777777777,1.02,98.44
11,2011-11-11,1366053.69,0,64.2,3.297,221.4117517,7.197,2011,11,45,4,4,Non-Holiday,Fall,1458287.38,1310684.1,1365033.175,66446.13679030647,93.77777777777777,1.02,94.57
11,2011-11-18,1315091.63,0,66.17,3.308,221.6432852,7.197,2011,11,46,4,4,Non-Holiday,Fall,1366053.69,1458287.38,1362529.2,68605.85132524993,93.77777777777777,1.02,91.06
11,2011-11-25,1848953.48,1,70.03,3.236,221.9011185,7.197,2011,11,47,4,4,Holiday,Fall,1315091.63,1366053.69,1497096.545,241941.77875837398,93.77777777777777,1.02,93.87
11,2011-12-02,1399322.44,0,56.89,3.172,222.1589519,7.197,2011,12,48,4,4,Non-Holiday,Winter,1848953.48,1315091.63,1482355.31,246841.2993602374,93.77777777777777,1.05,103.83
11,2011-12-09,1646655.94,0,50.63,3.158,222.4167852,7.197,2011,12,49,4,4,Non-Holiday,Winter,1399322.44,1848953.48,1552505.8725,242608.12416807568,93.77777777777777,1.05,107.75
11,2011-12-16,1783910.06,0,59.69,3.159,222.6426418,7.197,2011,12,50,4,4,Non-Holiday,Winter,1646655.94,1399322.44,1669710.48,199006.53348640457,93.77777777777777,1.05,106.06
11,2011-12-23,2213518.5,0,54.29,3.112,222.8258628,7.197,2011,12,51,4,4,Non-Holiday,Winter,1783910.06,1646655.94,1760851.7349999999,341166.1360814531,93.77777777777777,1.05,96.06
11,2011-12-30,1352084.21,1,48.86,3.129,223.0090839,7.197,2011,12,52,4,4,Holiday,Winter,2213518.5,1783910.06,1749042.1775000002,358242.2797420256,93.77777777777777,1.05,92.95
11,2012-01-06,1283885.55,0,54.44,3.157,223.1923049,6.833,2012,1,1,4,1,Non-Holiday,Winter,1352084.21,2213518.5,1658349.58,431277.0766366912,93.77777777777777,1.05,99.16
11,2012-01-13,1264736.59,0,53.1,3.261,223.3755259,6.833,2012,1,2,4,1,Non-Holiday,Winter,1283885.55,1352084.21,1528556.2125,458177.63268111856,93.77777777777777,1.05,89.76
11,2012-01-20,1207303.29,0,56.43,3.268,223.4700552,6.833,2012,1,3,4,1,Non-Holiday,Winter,1264736.59,1283885.55,1277002.4100000001,59702.23886518544,93.77777777777777,1.05,100.06
11,2012-01-27,1162675.85,0,58.36,3.29,223.5645845,6.833,2012,1,4,4,1,Non-Holiday,Winter,1207303.29,1264736.59,1229650.32,55249.36167736448,93.77777777777777,1.05,97.74
11,2012-02-03,1376732.18,0,60.24,3.36,223.6591137,6.833,2012,2,5,4,1,Non-Holiday,Winter,1162675.85,1207303.29,1252861.9775,92545.42144191661,93.77777777777777,1.05,96.17
11,2012-02-10,1574287.76,1,52.23,3.409,223.753643,6.833,2012,2,6,4,1,Holiday,Winter,1376732.18,1162675.85,1330249.77,187004.46573206474,93.77777777777777,1.05,90.62
11,2012-02-17,1569607.94,0,52.77,3.51,223.9170153,6.833,2012,2,7,4,1,Non-Holiday,Winter,1574287.76,1376732.18,1420825.9325,195168.59580002175,93.77777777777777,1.05,101.0
11,2012-02-24,1379473.03,0,61.11,3.555,224.1320199,6.833,2012,2,8,4,1,Non-Holiday,Winter,1569607.94,1574287.76,1475025.2275,111938.50320017371,93.77777777777777,1.05,95.84
11,2012-03-02,1438383.44,0,62.61,3.63,224.3470245,6.833,2012,3,9,4,1,Non-Holiday,Spring,1379473.03,1569607.94,1490438.0425,97162.34427586773,93.77777777777777,1.0,88.29
11,2012-03-09,1413382.76,0,61.44,3.669,224.5620291,6.833,2012,3,10,4,1,Non-Holiday,Spring,1438383.44,1379473.03,1450211.7925,83177.9219817817,93.77777777777777,1.0,80.31
11,2012-03-16,1441884.28,0,64.21,3.734,224.7166953,6.833,2012,3,11,4,1,Non-Holiday,Spring,1413382.76,1438383.44,1418280.8775000002,28817.091058776252,93.77777777777777,1.0,93.65
11,2012-03-23,1300593.61,0,67.16,3.787,224.7909104,6.833,2012,3,12,4,1,Non-Holiday,Spring,1441884.28,1413382.76,1398561.0225,66533.26834604074,93.77777777777777,1.0,102.09
11,2012-03-30,1300104.03,0,70.23,3.845,224.8651254,6.833,2012,3,13,4,1,Non-Holiday,Spring,1300593.61,1441884.28,1363991.17,74403.59090691996,93.77777777777777,1.0,101.57
11,2012-04-06,1596325.01,0,74.19,3.891,224.9393405,6.664,2012,4,14,4,2,Non-Holiday,Spring,1300104.03,1300593.61,1409726.7325,141162.08220480016,93.77777777777777,1.0,91.63
11,2012-04-13,1472752.01,0,72.74,3.891,225.0135556,6.664,2012,4,15,4,2,Non-Holiday,Spring,1596325.01,1300104.03,1417443.665,144314.5567976232,93.77777777777777,1.0,90.95
11,2012-04-20,1315356.99,0,71.97,3.877,225.0689541,6.664,2012,4,16,4,2,Non-Holiday,Spring,1472752.01,1596325.01,1421134.5100000002,140467.47953753057,93.77777777777777,1.0,95.98
11,2012-04-27,1236238.29,0,73.4,3.814,225.1243526,6.664,2012,4,17,4,2,Non-Holiday,Spring,1315356.99,1472752.01,1405168.0750000002,160947.0568413735,93.77777777777777,1.0,89.1
11,2012-05-04,1370251.22,0,79.07,3.749,225.1797511,6.664,2012,5,18,4,2,Non-Holiday,Spring,1236238.29,1315356.99,1348649.6275,99352.4679293494,93.77777777777777,1.0,95.19
11,2012-05-11,1300147.07,0,75.13,3.688,225.2351496,6.664,2012,5,19,4,2,Non-Holiday,Spring,1370251.22,1236238.29,1305498.3925,55123.25300246464,93.77777777777777,1.0,97.37
11,2012-05-18,1352442.31,0,72.53,3.63,225.2512024,6.664,2012,5,20,4,2,Non-Holiday,Spring,1300147.07,1370251.22,1314769.7225000001,60217.462224909774,93.77777777777777,1.0,99.53
11,2012-05-25,1297335.87,0,78.44,3.561,225.2515168,6.664,2012,5,21,4,2,Non-Holiday,Spring,1352442.31,1300147.07,1330044.1175000002,36887.0032326237,93.77777777777777,1.0,93.31
11,2012-06-01,1361595.33,0,81.67,3.501,225.2518313,6.664,2012,6,22,4,2,Non-Holiday,Summer,1297335.87,1352442.31,1327880.145,33872.75125772155,93.77777777777777,0.95,88.18
11,2012-06-08,1414343.53,0,82.1,3.452,225.2521458,6.664,2012,6,23,4,2,Non-Holiday,Summer,1361595.33,1297335.87,1356429.26,47918.94357792099,93.77777777777777,0.95,85.18
11,2012-06-15,1417875.42,0,84.97,3.393,225.2644795,6.664,2012,6,24,4,2,Non-Holiday,Summer,1414343.53,1361595.33,1372787.5375,56503.79721236106,93.77777777777777,0.95,85.41
11,2012-06-22,1355680.3,0,83.26,3.346,225.3068615,6.664,2012,6,25,4,2,Non-Holiday,Summer,1417875.42,1414343.53,1387373.645,33300.26334526193,93.77777777777777,0.95,88.08
11,2012-06-29,1297028.6,0,87.86,3.286,225.3492435,6.664,2012,6,26,4,2,Non-Holiday,Summer,1355680.3,1417875.42,1371231.9625,57102.867974329325,93.77777777777777,0.95,90.73
11,2012-07-06,1461129.94,0,83.44,3.227,225.3916254,6.334,2012,7,27,4,3,Non-Holiday,Summer,1297028.6,1355680.3,1382928.565,71782.10004077709,93.77777777777777,0.95,93.16
11,2012-07-13,1320239.51,0,82.46,3.256,225.4340074,6.334,2012,7,28,4,3,Non-Holiday,Summer,1461129.94,1297028.6,1358519.5875,72533.78953015056,93.77777777777777,0.95,85.51
11,2012-07-20,1344483.81,0,82.41,3.311,225.4438827,6.334,2012,7,29,4,3,Non-Holiday,Summer,1320239.51,1461129.94,1355720.465,72895.02273876312,93.77777777777777,0.95,95.74
11,2012-07-27,1272395.02,0,85.43,3.407,225.4537579,6.334,2012,7,30,4,3,Non-Holiday,Summer,1344483.81,1320239.51,1349562.07,80182.59260716573,93.77777777777777,0.95,87.88
11,2012-08-03,1399341.07,0,86.94,3.417,225.4636332,6.334,2012,8,31,4,3,Non-Holiday,Summer,1272395.02,1344483.81,1334114.8525,52801.002459909534,93.77777777777777,0.95,88.99
11,2012-08-10,1388973.65,0,86.21,3.494,225.4735085,6.334,2012,8,32,4,3,Non-Holiday,Summer,1399341.07,1272395.02,1351298.3875000002,57734.17421130172,93.77777777777777,0.95,85.76
11,2012-08-17,1421307.2,0,87.73,3.571,225.5558664,6.334,2012,8,33,4,3,Non-Holiday,Summer,1388973.65,1399341.07,1370504.2349999999,66780.83972709117,93.77777777777777,0.95,78.29
11,2012-08-24,1409515.73,0,83.17,3.62,225.6925864,6.334,2012,8,34,4,3,Non-Holiday,Summer,1421307.2,1388973.65,1404784.4125,13844.349755512396,93.77777777777777,0.95,93.03
11,2012-08-31,1372872.35,0,86.49,3.638,225.8293063,6.334,2012,8,35,4,3,Non-Holiday,Summer,1409515.73,1421307.2,1398167.2325,21514.332674451445,93.77777777777777,0.95,92.37
11,2012-09-07,1304584.4,1,85.17,3.73,225.9660263,6.334,2012,9,36,4,3,Holiday,Fall,1372872.35,1409515.73,1377069.92,52540.26307486857,93.77777777777777,1.02,94.31
11,2012-09-14,1267675.05,0,79.61,3.717,226.1122067,6.334,2012,9,37,4,3,Non-Holiday,Fall,1304584.4,1372872.35,1338661.8825,64267.74461589658,93.77777777777777,1.02,95.97
11,2012-09-21,1326132.98,0,73.64,3.721,226.3151496,6.334,2012,9,38,4,3,Non-Holiday,Fall,1267675.05,1304584.4,1317816.1949999998,43930.11092236191,93.77777777777777,1.02,98.12
11,2012-09-28,1227430.73,0,77.67,3.666,226.5180926,6.334,2012,9,39,4,3,Non-Holiday,Fall,1326132.98,1267675.05,1281455.79,43357.42846687044,93.77777777777777,1.02,88.18
11,2012-10-05,1422794.26,0,73.37,3.617,226.7210356,6.034,2012,10,40,4,4,Non-Holiday,Fall,1227430.73,1326132.98,1311008.255,84828.92109197011,93.77777777777777,1.02,93.12
11,2012-10-12,1311965.09,0,69.94,3.601,226.9239785,6.034,2012,10,41,4,4,Non-Holiday,Fall,1422794.26,1227430.73,1322080.7650000001,80042.8729447076,93.77777777777777,1.02,99.45
11,2012-10-19,1232073.18,0,73.77,3.594,226.9688442,6.034,2012,10,42,4,4,Non-Holiday,Fall,1311965.09,1422794.26,1298565.815,91458.03763629158,93.77777777777777,1.02,89.65
11,2012-10-26,1200729.45,0,74.26,3.506,226.9873637,6.034,2012,10,43,4,4,Non-Holiday,Fall,1232073.18,1311965.09,1291890.495,99040.78680841617,93.77777777777777,1.02,97.06
12,2010-02-05,1100046.37,0,49.47,2.962,126.4420645,13.975,2010,2,5,4,1,Non-Holiday,Winter,,,1100046.37,,91.11111111111111,1.05,89.18
12,2010-02-12,1117863.33,1,47.87,2.946,126.4962581,13.975,2010,2,6,4,1,Holiday,Winter,1100046.37,,1108954.85,12598.493236129443,91.11111111111111,1.05,97.9
12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,2010,2,7,4,1,Non-Holiday,Winter,1117863.33,1100046.37,1104443.7833333334,11849.480297622136,91.11111111111111,1.05,95.5
12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,2010,2,8,4,1,Non-Holiday,Winter,1095421.65,1117863.33,1090487.13,29542.502905980633,91.11111111111111,1.05,87.94
12,2010-03-05,1077018.27,0,53.77,2.987,126.5782857,13.975,2010,3,9,4,1,Non-Holiday,Spring,1048617.17,1095421.65,1084730.105,29301.514220082685,91.11111111111111,1.0,96.42
12,2010-03-12,985594.23,0,50.11,2.925,126.6042857,13.975,2010,3,10,4,1,Non-Holiday,Spring,1077018.27,1048617.17,1051662.83,48069.63218839101,91.11111111111111,1.0,87.76
12,2010-03-19,972088.34,0,59.57,3.054,126.6066452,13.975,2010,3,11,4,1,Non-Holiday,Spring,985594.23,1077018.27,1020829.5025,50154.951261931776,91.11111111111111,1.0,87.42
12,2010-03-26,981615.81,0,60.06,3.083,126.6050645,13.975,2010,3,12,4,1,Non-Holiday,Spring,972088.34,985594.23,1004079.1625,48955.15315807538,91.11111111111111,1.0,92.02
12,2010-04-02,1011822.3,0,59.84,3.086,126.6034839,14.099,2010,4,13,4,2,Non-Holiday,Spring,981615.81,972088.34,987780.17,17000.34520805361,91.11111111111111,1.0,96.34
12,2010-04-09,1041238.87,0,59.25,3.09,126.6019032,14.099,2010,4,14,4,2,Non-Holiday,Spring,1011822.3,981615.81,1001691.3300000001,31336.921745245858,91.11111111111111,1.0,86.48
12,2010-04-16,957997.52,0,64.95,3.109,126.5621,14.099,2010,4,15,4,2,Non-Holiday,Spring,1041238.87,1011822.3,998168.625,36190.156151044175,91.11111111111111,1.0,91.39
12,2010-04-23,993833.44,0,64.55,3.05,126.4713333,14.099,2010,4,16,4,2,Non-Holiday,Spring,957997.52,1041238.87,1001223.0325,34816.962966187726,91.11111111111111,1.0,93.06
12,2010-04-30,954220.22,0,67.38,3.105,126.3805667,14.099,2010,4,17,4,2,Non-Holiday,Spring,993833.44,957997.52,986822.5125,40431.35226058546,91.11111111111111,1.0,94.27
12,2010-05-07,1043240.27,0,70.15,3.127,126.2898,14.099,2010,5,18,4,2,Non-Holiday,Spring,954220.22,993833.44,987322.8624999999,41331.605074606254,91.11111111111111,1.0,91.91
12,2010-05-14,966054.97,0,68.44,3.145,126.2085484,14.099,2010,5,19,4,2,Non-Holiday,Spring,1043240.27,954220.22,989337.2249999999,39585.441969042455,91.11111111111111,1.0,89.44
12,2010-05-21,958374.56,0,76.2,3.12,126.1843871,14.099,2010,5,20,4,2,Non-Holiday,Spring,966054.97,1043240.27,980472.5050000001,42131.37896119578,91.11111111111111,1.0,87.34
12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099,2010,5,21,4,2,Non-Holiday,Spring,958374.56,966054.97,980780.24,41879.45285412473,91.11111111111111,1.0,91.5
12,2010-06-04,1049357.36,0,81.39,2.941,126.1360645,14.099,2010,6,22,4,2,Non-Holiday,Summer,955451.16,958374.56,982309.5125000001,44921.69875260377,91.11111111111111,0.95,81.92
12,2010-06-11,1016039.71,0,90.84,2.949,126.1119032,14.099,2010,6,23,4,2,Non-Holiday,Summer,1049357.36,955451.16,994805.6975,45835.846851370436,91.11111111111111,0.95,73.91
12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099,2010,6,24,4,2,Non-Holiday,Summer,1016039.71,1049357.36,994264.8575000002,46418.07117871968,91.11111111111111,0.95,88.44
12,2010-06-25,958007.69,0,87.27,3.084,126.1266,14.099,2010,6,25,4,2,Non-Holiday,Summer,956211.2,1016039.71,994903.99,45717.819705775524,91.11111111111111,0.95,90.47
12,2010-07-02,951957.31,0,91.98,3.105,126.1392,14.18,2010,7,26,4,3,Non-Holiday,Summer,958007.69,956211.2,970553.9775,30429.7688654504,91.11111111111111,0.95,76.33
12,2010-07-09,943506.28,0,90.37,3.1,126.1518,14.18,2010,7,27,4,3,Non-Holiday,Summer,951957.31,958007.69,952420.62,6461.784111551684,91.11111111111111,0.95,82.19
12,2010-07-16,916402.76,0,97.18,3.094,126.1498065,14.18,2010,7,28,4,3,Non-Holiday,Summer,943506.28,951957.31,942468.51,18366.670267522593,91.11111111111111,0.95,89.24
12,2010-07-23,912403.67,0,99.22,3.112,126.1283548,14.18,2010,7,29,4,3,Non-Holiday,Summer,916402.76,943506.28,931067.505,19617.17410213804,91.11111111111111,0.95,95.46
12,2010-07-30,913548.25,0,96.31,3.017,126.1069032,14.18,2010,7,30,4,3,Non-Holiday,Summer,912403.67,916402.76,921465.24,14789.939481021926,91.11111111111111,0.95,86.65
12,2010-08-06,967576.95,0,92.95,3.123,126.0854516,14.18,2010,8,31,4,3,Non-Holiday,Summer,913548.25,912403.67,927482.9075,26782.207998577156,91.11111111111111,0.95,83.4
12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18,2010,8,32,4,3,Non-Holiday,Summer,967576.95,913548.25,930448.3175000001,25784.53303740154,91.11111111111111,0.95,85.76
12,2010-08-20,948447.34,0,92.81,3.041,126.0766452,14.18,2010,8,33,4,3,Non-Holiday,Summer,928264.4,967576.95,939459.235,23580.326564458977,91.11111111111111,0.95,92.51
12,2010-08-27,1004516.46,0,93.19,3.129,126.0892903,14.18,2010,8,34,4,3,Non-Holiday,Summer,948447.34,928264.4,962201.2875,32456.92004303028,91.11111111111111,0.95,83.76
12,2010-09-03,1075758.55,0,83.12,3.087,126.1019355,14.18,2010,9,35,4,3,Non-Holiday,Fall,1004516.46,948447.34,989246.6875,66083.01458665209,91.11111111111111,1.02,89.22
12,2010-09-10,903119.03,1,83.63,3.044,126.1145806,14.18,2010,9,36,4,3,Holiday,Fall,1075758.55,1004516.46,982960.345,74480.32411354118,91.11111111111111,1.02,90.69
12,2010-09-17,852882.61,0,82.45,3.028,126.1454667,14.18,2010,9,37,4,3,Non-Holiday,Fall,903119.03,1075758.55,959069.1625,100146.34502197502,91.11111111111111,1.02,88.5
12,2010-09-24,851919.34,0,81.77,2.939,126.1900333,14.18,2010,9,38,4,3,Non-Holiday,Fall,852882.61,903119.03,920919.8825,105959.1566240435,91.11111111111111,1.02,93.5
12,2010-10-01,850936.26,0,85.2,3.001,126.2346,14.313,2010,10,39,4,4,Non-Holiday,Fall,851919.34,852882.61,864714.31,25615.474244237434,91.11111111111111,1.02,100.48
12,2010-10-08,918335.68,0,71.82,3.013,126.2791667,14.313,2010,10,40,4,4,Non-Holiday,Fall,850936.26,851919.34,868518.4724999999,33220.976081207344,91.11111111111111,1.02,94.43
12,2010-10-15,862419.84,0,75.0,2.976,126.3266774,14.313,2010,10,41,4,4,Non-Holiday,Fall,918335.68,850936.26,870902.78,32046.181200455998,91.11111111111111,1.02,91.76
12,2010-10-22,857883.46,0,68.85,3.014,126.3815484,14.313,2010,10,42,4,4,Non-Holiday,Fall,862419.84,918335.68,872393.81,30989.848906712337,91.11111111111111,1.02,91.58
12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313,2010,10,43,4,4,Non-Holiday,Fall,857883.46,862419.84,898483.42,46799.47405959384,91.11111111111111,1.02,85.67
12,2010-11-05,929690.71,0,65.49,3.129,126.4912903,14.313,2010,11,44,4,4,Non-Holiday,Fall,955294.7,857883.46,901322.1775,48710.43988792363,91.11111111111111,1.02,97.04
12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313,2010,11,45,4,4,Non-Holiday,Fall,929690.71,955294.7,921336.0275000001,43574.024315334485,91.11111111111111,1.02,92.57
